0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.8874899,15.2769054,10.9750685,8.05846786,6.29263106,5.05446532,4.16986091,3.44436012,3.17092343,3.25078247,35.423283,20.5827299,12.8406724,8.73714004,6.44268925,4.97924371,4.19325093,3.4924933,3.21399394,3.19108893,43.7841032,23.6422292,14.2475905,9.13378221,6.93039452,5.06751873,4.23982079,3.4904991,3.33886452,2.87561677,43.7586685,24.0832597,14.2707657,9.15091464,6.55128516,5.07044924,4.02025358,3.45649978,3.06959437,3.05995126,35.6179558,20.2451443,12.8094182,8.76099015,6.14450644,5.02781455,4.0983292,3.50728697,3.12517137,3.06560795,20.804582,15.342322,11.2954862,7.99918947,6.111963,4.95883685,4.00924636,3.48814035,3.25767546,3.15290277
2512.56982,1655.66952,1025.809,665.122533,508.816102,387.932945,280.648593,295.777929,183.237134,270.69236,2654.76368,1185.59093,942.211113,619.556848,416.574677,301.017364,237.586212,249.993779,290.030557,221.250293,2070.14532,1253.18612,808.134922,602.050462,390.370484,279.422158,366.166545,256.930585,185.24776,201.26837,1607.41808,1159.73562,733.635143,674.647974,467.558395,356.761507,214.543346,188.436568,156.684883,154.933473,1260.83264,848.024245,633.992189,496.657191,423.687195,288.830855,268.01199,256.29688,260.12582,186.223188,883.361093,810.939802,574.308718,382.482791,446.389427,369.398939,233.650676,189.026091,315.036235,201.749912
2148.95453,2079.84328,1214.12391,609.98872,814.09429,448.767975,440.80504,262.387619,263.445478,244.661011,2541.49611,1273.834,1178.79202,960.589287,569.742249,404.516667,339.789342,554.646984,277.09565,275.505706,2613.58127,1559.20519,893.767172,586.91857,650.330104,401.803886,305.802442,244.678066,242.319359,262.676197,2934.19861,1308.7517,834.574258,523.83579,400.441612,461.247736,360.655308,243.974054,256.256443,220.489035,1763.69155,1574.9466,1015.47055,577.769188,433.019355,355.873555,449.364704,241.20144,232.181295,214.60919,1170.00962,675.30087,739.277488,490.357314,377.039604,377.131818,454.069175,237.849494,226.688493,222.407996
1828.8185,1280.77948,914.272676,749.112019,537.21025,605.015576,466.350583,312.789375,289.740902,293.261854,2102.81897,1262.66661,881.324961,702.137517,517.105707,403.605551,355.663001,301.6145,420.003565,294.158505,2271.57429,1563.75753,872.259116,620.685796,543.27696,402.690734,353.746554,299.394208,300.07009,265.450808,1873.32499,1512.88781,817.891013,599.174394,481.817027,397.233852,543.73917,620.475236,274.968405,276.555185,1719.62325,1264.31093,733.854709,701.327287,448.76133,544.648297,332.298655,296.927902,279.416737,269.835952,1126.33715,821.758396,702.152063,630.237193,456.769312,798.500964,329.894044,311.565484,283.170613,277.172836
1675.81135,1238.16344,946.214216,714.630652,593.462861,492.403544,418.91212,360.684407,338.035922,338.139808,2184.83509,1375.04597,971.466931,736.183072,587.114476,465.160486,410.523927,352.659469,342.096522,345.825275,2358.10859,1426.695,989.681601,707.623932,601.302127,465.431807,412.718242,352.444838,353.558578,309.701028,2178.84098,1382.96607,945.473659,850.068278,561.697735,464.704059,385.14228,349.700396,324.818401,326.881904,1715.51145,1161.84263,861.161145,675.436614,526.062034,459.639772,384.75354,349.144734,328.666867,319.582067,1142.10759,964.726789,818.433692,644.57854,532.409584,461.556089,386.14335,353.349208,398.505418,327.028772
1803.72264,1362.97873,1043.98053,803.891012,662.633462,555.326379,469.856702,403.137459,378.353112,374.863411,2568.98624,1613.02973,1126.63777,845.385208,671.54591,533.857195,466.290061,403.762828,387.959067,389.563033,2918.65777,1737.88436,1181.89463,833.650697,681.331051,533.80362,473.725057,405.518066,401.305957,347.292917,2797.04575,1725.24526,1152.11356,826.0014,658.699649,538.988265,445.106185,397.875167,369.42503,367.556065,2228.33693,1458.21618,1052.23276,801.875728,618.498382,529.805929,443.199191,397.827765,373.077719,359.270751,1439.16464,1185.5847,975.036915,758.828456,615.546695,527.728389,440.659895,402.984011,380.312425,368.174787
